Aika;Alue;val
Vuosi 2021 Viikko 28;Vaasan SHP;
Vuosi 2021 Viikko 29;Vaasan SHP;
Vuosi 2021 Viikko 30;Vaasan SHP;
Vuosi 2021 Viikko 31;Vaasan SHP;
Vuosi 2021 Viikko 32;Vaasan SHP;
Vuosi 2021 Viikko 33;Vaasan SHP;
Vuosi 2021 Viikko 34;Vaasan SHP;
Vuosi 2021 Viikko 35;Vaasan SHP;
Vuosi 2021 Viikko 36;Vaasan SHP;
Vuosi 2021 Viikko 37;Vaasan SHP;
Vuosi 2021 Viikko 38;Vaasan SHP;
Vuosi 2021 Viikko 39;Vaasan SHP;
Vuosi 2021 Viikko 40;Vaasan SHP;
Vuosi 2021 Viikko 41;Vaasan SHP;
Vuosi 2021 Viikko 42;Vaasan SHP;
Vuosi 2021 Viikko 43;Vaasan SHP;
Vuosi 2021 Viikko 44;Vaasan SHP;
Vuosi 2021 Viikko 45;Vaasan SHP;
Vuosi 2021 Viikko 46;Vaasan SHP;
Vuosi 2021 Viikko 47;Vaasan SHP;
Vuosi 2021 Viikko 48;Vaasan SHP;
Vuosi 2021 Viikko 49;Vaasan SHP;
Vuosi 2021 Viikko 50;Vaasan SHP;
Vuosi 2021 Viikko 51;Vaasan SHP;
Vuosi 2021 Viikko 52;Vaasan SHP;
Aika;Vaasan SHP;1388
Vuosi 2020 Viikko 01;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 02;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 03;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 04;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 05;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 06;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 07;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 08;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 09;Keski-Pohjanmaan SHP;1
Vuosi 2020 Viikko 10;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 11;Keski-Pohjanmaan SHP;2
Vuosi 2020 Viikko 12;Keski-Pohjanmaan SHP;1
Vuosi 2020 Viikko 13;Keski-Pohjanmaan SHP;1
Vuosi 2020 Viikko 14;Keski-Pohjanmaan SHP;4
Vuosi 2020 Viikko 15;Keski-Pohjanmaan SHP;5
Vuosi 2020 Viikko 16;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 17;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 18;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 19;Keski-Pohjanmaan SHP;6
Vuosi 2020 Viikko 20;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 21;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 22;Keski-Pohjanmaan SHP;3
Vuosi 2020 Viikko 23;Keski-Pohjanmaan SHP;5
Vuosi 2020 Viikko 24;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 25;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 26;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 27;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 28;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 29;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 30;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 31;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 32;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 33;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 34;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 35;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 36;Keski-Pohjanmaan SHP;0
Vuosi 2020 Viikko 37;Keski-Pohjanmaan SHP;6
Vuosi 2020 Viikko 38;Keski-Pohjanmaan SHP;3
Vuosi 2020 Viikko 39;Keski-Pohjanmaan SHP;3
Vuosi 2020 Viikko 40;Keski-Pohjanmaan SHP;8
Vuosi 2020 Viikko 41;Keski-Pohjanmaan SHP;14
Vuosi 2020 Viikko 42;Keski-Pohjanmaan SHP;6
Vuosi 2020 Viikko 43;Keski-Pohjanmaan SHP;3
Vuosi 2020 Viikko 44;Keski-Pohjanmaan SHP;5
Vuosi 2020 Viikko 45;Keski-Pohjanmaan SHP;7
Vuosi 2020 Viikko 46;Keski-Pohjanmaan SHP;12
Vuosi 2020 Viikko 47;Keski-Pohjanmaan SHP;7
Vuosi 2020 Viikko 48;Keski-Pohjanmaan SHP;14
Vuosi 2020 Viikko 49;Keski-Pohjanmaan SHP;10
Vuosi 2020 Viikko 50;Keski-Pohjanmaan SHP;3
Vuosi 2020 Viikko 51;Keski-Pohjanmaan SHP;1
Vuosi 2020 Viikko 52;Keski-Pohjanmaan SHP;4
Vuosi 2020 Viikko 53;Keski-Pohjanmaan SHP;4
Vuosi 2021 Viikko 01;Keski-Pohjanmaan SHP;2
Vuosi 2021 Viikko 02;Keski-Pohjanmaan SHP;1
Vuosi 2021 Viikko 03;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 04;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 05;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 06;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 07;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 08;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 09;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 10;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 11;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 12;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 13;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 14;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 15;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 16;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 17;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 18;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 19;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 20;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 21;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 22;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 23;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 24;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 25;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 26;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 27;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 28;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 29;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 30;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 31;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 32;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 33;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 34;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 35;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 36;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 37;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 38;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 39;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 40;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 41;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 42;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 43;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 44;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 45;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 46;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 47;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 48;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 49;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 50;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 51;Keski-Pohjanmaan SHP;
Vuosi 2021 Viikko 52;Keski-Pohjanmaan SHP;
Aika;Keski-Pohjanmaan SHP;141
Vuosi 2020 Viikko 01;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 02;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 03;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 04;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 05;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 06;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 07;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 08;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 09;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 10;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 11;Pohjois-Pohjanmaan SHP;28
Vuosi 2020 Viikko 12;Pohjois-Pohjanmaan SHP;13
Vuosi 2020 Viikko 13;Pohjois-Pohjanmaan SHP;21
Vuosi 2020 Viikko 14;Pohjois-Pohjanmaan SHP;25
Vuosi 2020 Viikko 15;Pohjois-Pohjanmaan SHP;17
Vuosi 2020 Viikko 16;Pohjois-Pohjanmaan SHP;8
Vuosi 2020 Viikko 17;Pohjois-Pohjanmaan SHP;10
Vuosi 2020 Viikko 18;Pohjois-Pohjanmaan SHP;5
Vuosi 2020 Viikko 19;Pohjois-Pohjanmaan SHP;2
Vuosi 2020 Viikko 20;Pohjois-Pohjanmaan SHP;2
Vuosi 2020 Viikko 21;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 22;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 23;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 24;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 25;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 26;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 27;Pohjois-Pohjanmaan SHP;1
Vuosi 2020 Viikko 28;Pohjois-Pohjanmaan SHP;8
Vuosi 2020 Viikko 29;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 30;Pohjois-Pohjanmaan SHP;3
Vuosi 2020 Viikko 31;Pohjois-Pohjanmaan SHP;0
Vuosi 2020 Viikko 32;Pohjois-Pohjanmaan SHP;6
Vuosi 2020 Viikko 33;Pohjois-Pohjanmaan SHP;3
Vuosi 2020 Viikko 34;Pohjois-Pohjanmaan SHP;7
Vuosi 2020 Viikko 35;Pohjois-Pohjanmaan SHP;6
Vuosi 2020 Viikko 36;Pohjois-Pohjanmaan SHP;12
Vuosi 2020 Viikko 37;Pohjois-Pohjanmaan SHP;7
Vuosi 2020 Viikko 38;Pohjois-Pohjanmaan SHP;4
Vuosi 2020 Viikko 39;Pohjois-Pohjanmaan SHP;10
Vuosi 2020 Viikko 40;Pohjois-Pohjanmaan SHP;23
Vuosi 2020 Viikko 41;Pohjois-Pohjanmaan SHP;21
Vuosi 2020 Viikko 42;Pohjois-Pohjanmaan SHP;25
Vuosi 2020 Viikko 43;Pohjois-Pohjanmaan SHP;87
Vuosi 2020 Viikko 44;Pohjois-Pohjanmaan SHP;89
Vuosi 2020 Viikko 45;Pohjois-Pohjanmaan SHP;65
Vuosi 2020 Viikko 46;Pohjois-Pohjanmaan SHP;59
Vuosi 2020 Viikko 47;Pohjois-Pohjanmaan SHP;113
Vuosi 2020 Viikko 48;Pohjois-Pohjanmaan SHP;311
Vuosi 2020 Viikko 49;Pohjois-Pohjanmaan SHP;224
Vuosi 2020 Viikko 50;Pohjois-Pohjanmaan SHP;136
Vuosi 2020 Viikko 51;Pohjois-Pohjanmaan SHP;67
Vuosi 2020 Viikko 52;Pohjois-Pohjanmaan SHP;51
Vuosi 2020 Viikko 53;Pohjois-Pohjanmaan SHP;121
Vuosi 2021 Viikko 01;Pohjois-Pohjanmaan SHP;153
Vuosi 2021 Viikko 02;Pohjois-Pohjanmaan SHP;30
Vuosi 2021 Viikko 03;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 04;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 05;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 06;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 07;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 08;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 09;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 10;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 11;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 12;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 13;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 14;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 15;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 16;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 17;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 18;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 19;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 20;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 21;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 22;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 23;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 24;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 25;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 26;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 27;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 28;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 29;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 30;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 31;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 32;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 33;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 34;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 35;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 36;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 37;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 38;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 39;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 40;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 41;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 42;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 43;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 44;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 45;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 46;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 47;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 48;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 49;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 50;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 51;Pohjois-Pohjanmaan SHP;
Vuosi 2021 Viikko 52;Pohjois-Pohjanmaan SHP;
Aika;Pohjois-Pohjanmaan SHP;1779
Vuosi 2020 Viikko 01;Kainuun SHP;0
Vuosi 2020 Viikko 02;Kainuun SHP;0
Vuosi 2020 Viikko 03;Kainuun SHP;0
Vuosi 2020 Viikko 04;Kainuun SHP;0
Vuosi 2020 Viikko 05;Kainuun SHP;0
Vuosi 2020 Viikko 06;Kainuun SHP;0
Vuosi 2020 Viikko 07;Kainuun SHP;0
Vuosi 2020 Viikko 08;Kainuun SHP;0
Vuosi 2020 Viikko 09;Kainuun SHP;0
Vuosi 2020 Viikko 10;Kainuun SHP;0
Vuosi 2020 Viikko 11;Kainuun SHP;0
Vuosi 2020 Viikko 12;Kainuun SHP;4
Vuosi 2020 Viikko 13;Kainuun SHP;11
Vuosi 2020 Viikko 14;Kainuun SHP;19
Vuosi 2020 Viikko 15;Kainuun SHP;10
Vuosi 2020 Viikko 16;Kainuun SHP;4
Vuosi 2020 Viikko 17;Kainuun SHP;11
Vuosi 2020 Viikko 18;Kainuun SHP;4
Vuosi 2020 Viikko 19;Kainuun SHP;1
Vuosi 2020 Viikko 20;Kainuun SHP;1
Vuosi 2020 Viikko 21;Kainuun SHP;0
Vuosi 2020 Viikko 22;Kainuun SHP;0
Vuosi 2020 Viikko 23;Kainuun SHP;0
Vuosi 2020 Viikko 24;Kainuun SHP;0
Vuosi 2020 Viikko 25;Kainuun SHP;0
Vuosi 2020 Viikko 26;Kainuun SHP;0
Vuosi 2020 Viikko 27;Kainuun SHP;0
Vuosi 2020 Viikko 28;Kainuun SHP;1
Vuosi 2020 Viikko 29;Kainuun SHP;0
Vuosi 2020 Viikko 30;Kainuun SHP;0
Vuosi 2020 Viikko 31;Kainuun SHP;0
Vuosi 2020 Viikko 32;Kainuun SHP;1
Vuosi 2020 Viikko 33;Kainuun SHP;0
Vuosi 2020 Viikko 34;Kainuun SHP;0
Vuosi 2020 Viikko 35;Kainuun SHP;15
Vuosi 2020 Viikko 36;Kainuun SHP;8
Vuosi 2020 Viikko 37;Kainuun SHP;1
Vuosi 2020 Viikko 38;Kainuun SHP;0
Vuosi 2020 Viikko 39;Kainuun SHP;2
Vuosi 2020 Viikko 40;Kainuun SHP;9
Vuosi 2020 Viikko 41;Kainuun SHP;0
Vuosi 2020 Viikko 42;Kainuun SHP;3
Vuosi 2020 Viikko 43;Kainuun SHP;2
Vuosi 2020 Viikko 44;Kainuun SHP;0
Vuosi 2020 Viikko 45;Kainuun SHP;7
Vuosi 2020 Viikko 46;Kainuun SHP;7
Vuosi 2020 Viikko 47;Kainuun SHP;8
Vuosi 2020 Viikko 48;Kainuun SHP;21
Vuosi 2020 Viikko 49;Kainuun SHP;7
Vuosi 2020 Viikko 50;Kainuun SHP;2
Vuosi 2020 Viikko 51;Kainuun SHP;6
Vuosi 2020 Viikko 52;Kainuun SHP;2
Vuosi 2020 Viikko 53;Kainuun SHP;4
Vuosi 2021 Viikko 01;Kainuun SHP;15
Vuosi 2021 Viikko 02;Kainuun SHP;4
Vuosi 2021 Viikko 03;Kainuun SHP;
Vuosi 2021 Viikko 04;Kainuun SHP;
Vuosi 2021 Viikko 05;Kainuun SHP;
Vuosi 2021 Viikko 06;Kainuun SHP;
Vuosi 2021 Viikko 07;Kainuun SHP;
Vuosi 2021 Viikko 08;Kainuun SHP;
Vuosi 2021 Viikko 09;Kainuun SHP;
Vuosi 2021 Viikko 10;Kainuun SHP;
Vuosi 2021 Viikko 11;Kainuun SHP;
Vuosi 2021 Viikko 12;Kainuun SHP;
Vuosi 2021 Viikko 13;Kainuun SHP;
Vuosi 2021 Viikko 14;Kainuun SHP;
Vuosi 2021 Viikko 15;Kainuun SHP;
Vuosi 2021 Viikko 16;Kainuun SHP;
Vuosi 2021 Viikko 17;Kainuun SHP;
Vuosi 2021 Viikko 18;Kainuun SHP;
Vuosi 2021 Viikko 19;Kainuun SHP;
Vuosi 2021 Viikko 20;Kainuun SHP;
Vuosi 2021 Viikko 21;Kainuun SHP;
Vuosi 2021 Viikko 22;Kainuun SHP;
Vuosi 2021 Viikko 23;Kainuun SHP;
Vuosi 2021 Viikko 24;Kainuun SHP;
Vuosi 2021 Viikko 25;Kainuun SHP;
Vuosi 2021 Viikko 26;Kainuun SHP;
Vuosi 2021 Viikko 27;Kainuun SHP;
Vuosi 2021 Viikko 28;Kainuun SHP;
Vuosi 2021 Viikko 29;Kainuun SHP;
Vuosi 2021 Viikko 30;Kainuun SHP;
Vuosi 2021 Viikko 31;Kainuun SHP;
Vuosi 2021 Viikko 32;Kainuun SHP;
Vuosi 2021 Viikko 33;Kainuun SHP;
Vuosi 2021 Viikko 34;Kainuun SHP;
Vuosi 2021 Viikko 35;Kainuun SHP;
Vuosi 2021 Viikko 36;Kainuun SHP;
Vuosi 2021 Viikko 37;Kainuun SHP;
Vuosi 2021 Viikko 38;Kainuun SHP;
Vuosi 2021 Viikko 39;Kainuun SHP;
Vuosi 2021 Viikko 40;Kainuun SHP;
Vuosi 2021 Viikko 41;Kainuun SHP;
Vuosi 2021 Viikko 42;Kainuun SHP;
Vuosi 2021 Viikko 43;Kainuun SHP;
Vuosi 2021 Viikko 44;Kainuun SHP;
Vuosi 2021 Viikko 45;Kainuun SHP;
Vuosi 2021 Viikko 46;Kainuun SHP;
Vuosi 2021 Viikko 47;Kainuun SHP;
Vuosi 2021 Viikko 48;Kainuun SHP;
Vuosi 2021 Viikko 49;Kainuun SHP;
Vuosi 2021 Viikko 50;Kainuun SHP;
Vuosi 2021 Viikko 51;Kainuun SHP;
Vuosi 2021 Viikko 52;Kainuun SHP;
Aika;Kainuun SHP;190
Vuosi 2020 Viikko 01;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 02;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 03;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 04;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 05;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 06;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 07;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 08;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 09;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 10;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 11;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 12;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 13;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 14;Länsi-Pohjan SHP;17
Vuosi 2020 Viikko 15;Länsi-Pohjan SHP;31
Vuosi 2020 Viikko 16;Länsi-Pohjan SHP;31
Vuosi 2020 Viikko 17;Länsi-Pohjan SHP;24
Vuosi 2020 Viikko 18;Länsi-Pohjan SHP;14
Vuosi 2020 Viikko 19;Länsi-Pohjan SHP;14
Vuosi 2020 Viikko 20;Länsi-Pohjan SHP;5
Vuosi 2020 Viikko 21;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 22;Länsi-Pohjan SHP;3
Vuosi 2020 Viikko 23;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 24;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 25;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 26;Länsi-Pohjan SHP;2
Vuosi 2020 Viikko 27;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 28;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 29;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 30;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 31;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 32;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 33;Länsi-Pohjan SHP;1
Vuosi 2020 Viikko 34;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 35;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 36;Länsi-Pohjan SHP;0
Vuosi 2020 Viikko 37;Länsi-Pohjan SHP;0
